Occupation(691),Total - Industry - North American Industry Classification System (NAICS) 2007,"11 Agriculture, forestry, fishing and hunting",111-112 Farms (111 to 112),1110 Farms (except aquaculture) (1111 to 1124 and 1129),1125 Aquaculture,113 Forestry and logging,1131 Timber tract operations,1132 Forest nurseries and gathering of forest products,1133 Logging,"114 Fishing, hunting and trapping",1141 Fishing,1142 Hunting and trapping,115 Support activities for agriculture and forestry,1150 Support activities for farms (1151 and 1152),1153 Support activities for forestry,"21 Mining, quarrying, and oil and gas extraction",211 Oil and gas extraction,2111 Oil and gas extraction,212 Mining and quarrying (except oil and gas),2121 Coal mining,2122 Metal ore mining,2123 Non-metallic mineral mining and quarrying,213 Support activities for mining and oil and gas extraction,2131 Support activities for mining and oil and gas extraction,22 Utilities,221 Utilities,"2211 Electric power generation, transmission and distribution",2212 Natural gas distribution,"2213 Water, sewage and other systems",23 Construction,236 Construction of buildings,2361 Residential building construction,2362 Non-residential building construction,237 Heavy and civil engineering construction,2371 Utility system construction,2372 Land subdivision,"2373 Highway, street and bridge construction",2379 Other heavy and civil engineering construction,238 Specialty trade contractors,"2381 Foundation, structure, and building exterior contractors",2382 Building equipment contractors,2383 Building finishing contractors,2389 Other specialty trade contractors,31-33 Manufacturing,311 Food manufacturing,3111 Animal food manufacturing,3112 Grain and oilseed milling,3113 Sugar and confectionery product manufacturing,3114 Fruit and vegetable preserving and specialty food manufacturing,3115 Dairy product manufacturing,3116 Meat product manufacturing,3117 Seafood product preparation and packaging,3118 Bakeries and tortilla manufacturing,3119 Other food manufacturing,312 Beverage and tobacco product manufacturing,3121 Beverage manufacturing,3122 Tobacco manufacturing,313 Textile mills,"3131 Fibre, yarn and thread mills",3132 Fabric mills,3133 Textile and fabric finishing and fabric coating,314 Textile product mills,3141 Textile furnishings mills,3149 Other textile product mills,315 Clothing manufacturing,3151 Clothing knitting mills,3152 Cut and sew clothing manufacturing,3159 Clothing accessories and other clothing manufacturing,316 Leather and allied product manufacturing,3161 Leather and hide tanning and finishing,3162 Footwear manufacturing,3169 Other leather and allied product manufacturing,321 Wood product manufacturing,3211 Sawmills and wood preservations,"3212 Veneer, plywood and engineered wood product manufacturing",3219 Other wood product manufacturing,322 Paper manufacturing,"3221 Pulp, paper and paperboard mills",3222 Converted paper product manufacturing,323 Printing and related support activities,3231 Printing and related support activities,324 Petroleum and coal product manufacturing,3241 Petroleum and coal product manufacturing,325 Chemical manufacturing,3251 Basic chemical manufacturing,"3252 Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing","3253 Pesticide, fertilizer and other agricultural chemical manufacturing",3254 Pharmaceutical and medicine manufacturing,"3255 Paint, coating and adhesive manufacturing","3256 Soap, cleaning compound and toilet preparation manufacturing",3259 Other chemical product manufacturing,326 Plastics and rubber products manufacturing,3261 Plastic product manufacturing,3262 Rubber product manufacturing,327 Non-metallic mineral product manufacturing,3271 Clay product and refractory manufacturing,3272 Glass and glass product manufacturing,3273 Cement and concrete product manufacturing,3274 Lime and gypsum product manufacturing,3279 Other non-metallic mineral product manufacturing,331 Primary metal manufacturing,3311 Iron and steel mills and ferro-alloy manufacturing,3312 Steel product manufacturing from purchased steel,3313 Alumina and aluminum production and processing,3314 Non-ferrous metal (except aluminum) production and processing,3315 Foundries,332 Fabricated metal product manufacturing,3321 Forging and stamping,3322 Cutlery and hand tool manufacturing,3323 Architectural and structural manufacturing,"3324 Boiler, tank and shipping container manufacturing",3325 Hardware manufacturing,3326 Spring and wire product manufacturing,"3327 Machine shops, turned product, and screw, nut and bolt manufacturing","3328 Coating, engraving, heat treating and allied activities",3329 Other fabricated metal product manufacturing,333 Machinery manufacturing,"3331 Agricultural, construction and mining machinery manufacturing",3332 Industrial machinery manufacturing,3333 Commercial and service industry machinery manufacturing,"3334 Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",3335 Metalworking machinery manufacturing,"3336 Engine, turbine and power transmission equipment manufacturing",3339 Other general-purpose machinery manufacturing,334 Computer and electronic product manufacturing,3341 Computer and peripheral equipment manufacturing,3342 Communications equipment manufacturing,3343 Audio and video equipment manufacturing,3344 Semiconductor and other electronic component manufacturing,"3345 Navigational, measuring, medical and control instruments manufacturing",3346 Manufacturing and reproducing magnetic and optical media,"335 Electrical equipment, appliance and component manufacturing",3351 Electric lighting equipment manufacturing,3352 Household appliance manufacturing,3353 Electrical equipment manufacturing,3359 Other electrical equipment and component manufacturing,336 Transportation equipment manufacturing,3361 Motor vehicle manufacturing,3362 Motor vehicle body and trailer manufacturing,3363 Motor vehicle parts manufacturing,3364 Aerospace product and parts manufacturing,3365 Railroad rolling stock manufacturing,3366 Ship and boat building,3369 Other transportation equipment manufacturing,337 Furniture and related product manufacturing,3371 Household and institutional furniture and kitchen cabinet manufacturing,3372 Office furniture (including fixtures) manufacturing,3379 Other furniture-related product manufacturing,339 Miscellaneous manufacturing,3391 Medical equipment and supplies manufacturing,3399 Other miscellaneous manufacturing,41 Wholesale trade,411 Farm product wholesaler-distributors,4111 Farm product wholesaler-distributors,412 Petroleum product wholesaler-distributors,4121 Petroleum product wholesaler-distributors,"413 Food, beverage and tobacco wholesaler-distributors",4131 Food wholesaler-distributors,4132 Beverage wholesaler-distributors,4133 Cigarette and tobacco product wholesaler-distributors,414 Personal and household goods wholesaler-distributors,"4141 Textile, clothing and footwear wholesaler-distributors",4142 Home entertainment equipment and household appliance wholesaler-distributors,4143 Home furnishings wholesaler-distributors,4144 Personal goods wholesaler-distributors,"4145 Pharmaceuticals, toiletries, cosmetics and sundries wholesaler-distributors",415 Motor vehicle and parts wholesaler-distributors,4151 Motor vehicle wholesaler-distributors,4152 New motor vehicle parts and accessories wholesaler-distributors,4153 Used motor vehicle parts and accessories wholesaler-distributors,416 Building material and supplies wholesaler-distributors,"4161 Electrical, plumbing, heating and air-conditioning equipment and supplies wholesaler-distributors",4162 Metal service centres,"4163 Lumber, millwork, hardware and other building supplies wholesaler-distributors","417 Machinery, equipment and supplies wholesaler-distributors","4171 Farm, lawn and garden machinery and equipment wholesaler-distributors","4172 Construction, forestry, mining, and industrial machinery, equipment and supplies wholesaler-distributors",4173 Computer and communications equipment and supplies wholesaler-distributors,"4179 Other machinery, equipment and supplies wholesaler-distributors",418 Miscellaneous wholesaler-distributors,4181 Recyclable material wholesaler-distributors,"4182 Paper, paper product and disposable plastic product wholesaler-distributors",4183 Agricultural supplies wholesaler-distributors,4184 Chemical (except agricultural) and allied product wholesaler-distributors,4189 Other miscellaneous wholesaler-distributors,"419 Wholesale electronic markets, and agents and brokers","4191 Wholesale electronic markets, and agents and brokers",44-45 Retail trade,441 Motor vehicle and part dealers,4411 Automobile dealers,4412 Other motor vehicle dealers,"4413 Automotive parts, accessories and tire stores",442 Furniture and home furnishings stores,4421 Furniture stores,4422 Home furniture stores,443 Electronics and appliances stores,4431 Electronics and appliances stores,444 Building material and garden equipment and supplies dealers,4441 Building material and supplies dealers,4442 Lawn and garden equipment and supplies stores,445 Food and beverage stores,4451 Grocery stores,4452 Specialty food stores,"4453 Beer, wine and liquor stores",446 Health and personal care stores,4461 Health and personal care stores,447 Gasoline stations,4471 Gasoline stations,448 Clothing and clothing accessories stores,4481 Clothing stores,4482 Shoe stores,"4483 Jewellery, luggage and leather goods stores","451 Sporting goods, hobby, book and music stores","4511 Sporting goods, hobby and musical instrument stores","4512 Book, periodical and musical stores",452 General merchandise stores,4521 Department stores,4529 Other general merchandise stores,453 Miscellaneous store retailers,4531 Florists,"4532 Office supplies, stationery and gift stores",4533 Used merchandise stores,4539 Other miscellaneous store retailers,454 Non-store retailers,4541 Electronic shopping and mail-order houses,4542 Vending machine operators,4543 Direct selling establishments,48-49 Transportation and warehousing,481 Air transportation,4811 Scheduled air transportation,4812 Non-scheduled air transportation,482 Rail transportation,4821 Rail transportation,483 Water transportation,"4831 Deep sea, coastal and great lakes water transportation",4832 Inland water transportation,484 Truck transportation,4841 General freight trucking,4842 Specialized freight trucking,485 Transit and ground passenger transportation,4851 Urban transit systems,4852 Interurban and rural bus transportation,4853 Taxi and limousine service,4854 School and employee bus transportation,4855 Charter bus industry,4859 Other transit and ground passenger transportation,486 Pipeline transportation,4861 Pipeline transportation of crude oil,4862 Pipeline transportation of natural gas,4869 Other pipeline transportation,487 Scenic and sightseeing transportation,"4871 Scenic and sightseeing transportation, land","4872 Scenic and sightseeing transportation, water","4879 Scenic and sightseeing transportation, other"
01-05 Specialized middle management occupations,276105,495,365,365,0,0,0,0,0,0,0,0,110,75,35,815,60,60,535,0,390,105,225,225,1760,1760,1365,335,65,3615,1165,720,440,625,180,245,150,45,1825,245,1200,210,165,17385,1620,165,80,115,180,220,420,0,255,180,505,455,50,95,0,35,55,65,0,50,140,30,95,20,0,0,0,0,185,45,30,110,440,165,280,555,550,85,90,1515,245,155,15,655,110,160,170,990,800,190,560,15,90,280,70,100,465,245,75,45,60,40,1215,80,35,340,130,40,75,175,65,275,1540,90,290,290,140,240,65,420,3060,350,1755,30,300,530,95,660,90,70,355,140,2490,495,50,1380,400,60,0,90,410,195,190,25,795,260,535,14820,115,110,115,110,1460,1210,180,65,2855,350,245,205,590,1465,610,280,315,0,1565,715,245,610,6260,75,600,3790,1795,1300,120,240,145,215,585,540,540,9780,1810,1520,150,135,240,170,75,610,610,645,630,15,1470,1140,140,190,645,645,55,55,755,530,130,90,520,355,170,1760,1070,690,645,0,240,30,375,625,300,0,300,5895,275,245,30,170,170,0,0,0,685,550,130,295,165,0,65,55,0,0,0,0,0,0,35,0,20,0
011 Administrative services managers,73290,275,220,220,0,0,0,0,0,0,0,0,45,20,20,570,20,25,385,0,285,75,165,165,775,780,645,95,35,1985,630,340,290,315,110,65,115,25,1040,160,645,150,85,8635,965,90,45,55,95,145,290,0,155,80,260,240,25,45,0,0,0,50,0,45,90,0,65,0,0,0,0,0,115,0,0,95,270,100,175,275,275,45,45,765,165,115,0,260,55,65,100,620,530,95,370,0,65,155,65,70,275,140,30,35,55,20,825,45,30,275,70,35,70,95,25,180,735,55,145,150,90,75,40,175,780,155,355,0,70,170,25,395,70,40,205,75,1195,180,30,770,150,35,0,25,270,130,130,0,290,95,195,5945,45,45,45,45,775,635,90,50,1090,155,110,75,230,520,365,165,200,0,875,415,130,325,1875,35,410,630,790,715,85,145,95,115,270,170,165,5825,1290,1105,95,90,150,110,40,240,240,455,445,0,1075,870,70,135,290,290,35,30,495,330,80,85,315,215,100,1075,745,330,255,0,125,0,125,155,30,0,105,2030,195,185,0,80,85,0,0,0,440,355,85,170,90,0,40,45,0,0,0,0,0,0,0,0,0,0
0111 Financial managers,34515,185,170,165,0,0,0,0,0,0,0,0,20,0,20,210,0,0,140,0,140,0,65,65,260,265,225,10,20,1105,345,205,140,155,60,55,30,0,605,105,355,105,40,3285,320,20,10,15,40,50,105,0,45,30,95,80,15,0,0,0,0,25,0,25,40,0,35,0,0,0,0,0,40,0,0,0,110,35,80,115,115,15,20,325,65,70,0,75,30,35,40,230,190,45,115,0,30,60,0,0,105,45,25,0,20,0,420,0,20,125,35,20,70,50,15,75,295,0,80,60,0,35,0,90,240,75,75,0,25,70,0,120,0,20,65,30,440,35,20,330,45,0,0,0,100,55,35,0,130,50,75,2430,35,35,20,15,335,230,65,45,410,65,50,30,105,160,210,105,110,0,295,110,55,130,755,15,230,210,305,250,30,40,30,55,95,125,125,2110,1040,965,40,35,55,35,20,65,65,90,85,0,215,175,20,25,50,50,0,0,130,80,0,35,150,115,35,175,100,70,85,0,35,0,45,50,0,0,45,880,45,40,0,20,20,0,0,0,210,150,60,80,30,0,35,0,0,0,0,0,0,0,0,0,0,0
0112 Human resources managers,20595,60,40,40,0,0,0,0,0,0,0,0,20,15,0,260,0,0,165,0,95,65,85,80,325,320,260,60,0,475,155,65,90,115,35,0,60,15,210,40,110,20,40,2615,375,50,20,35,30,35,115,0,55,35,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,25,110,35,80,75,75,15,15,235,70,40,0,70,0,0,25,175,140,30,130,0,35,50,0,45,95,65,0,20,0,0,170,15,0,55,0,15,0,0,0,45,185,0,20,55,0,30,0,40,245,25,145,0,20,40,20,100,0,0,65,20,375,70,0,230,65,0,0,0,105,45,55,0,80,35,50,1345,0,0,0,0,180,175,0,0,220,15,15,25,45,115,40,0,30,0,195,110,35,50,530,15,85,195,235,165,25,20,25,35,60,0,0,1820,120,55,0,20,50,40,10,85,85,150,150,0,385,295,45,50,130,125,10,10,165,120,35,0,65,60,0,545,390,150,65,0,45,0,25,50,0,0,50,775,120,120,0,50,50,0,0,0,185,165,15,65,30,0,0,35,0,0,0,0,0,0,0,0,0,0
0113 Purchasing managers,6615,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,35,0,25,0,0,0,65,65,50,0,0,215,70,0,40,35,0,0,25,0,105,0,80,0,0,1965,210,20,0,0,0,50,65,0,30,15,55,55,0,0,0,0,0,20,0,0,30,0,20,0,0,0,0,0,40,0,0,40,30,0,0,45,45,0,0,90,20,0,0,35,0,0,20,165,150,15,55,0,0,35,0,0,50,0,0,0,20,0,200,25,0,50,25,0,0,25,0,50,185,15,40,25,40,0,15,35,175,25,85,0,20,40,0,110,20,0,65,15,335,80,0,180,40,0,0,15,55,30,20,0,65,0,55,1360,0,0,20,15,200,175,20,0,265,35,30,20,30,150,50,0,50,0,280,135,20,120,350,0,75,135,135,160,0,65,0,20,65,25,25,1060,100,75,0,0,20,0,0,40,40,125,120,0,280,255,0,0,45,50,0,0,100,85,0,0,65,25,45,200,145,60,35,0,0,0,25,30,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0114 Other administrative services managers,11565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,45,0,25,0,0,0,125,125,105,0,0,190,55,45,0,0,0,0,0,0,120,0,105,0,0,770,60,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,35,35,0,0,120,0,0,0,80,0,0,0,55,50,0,70,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,10,0,0,0,0,120,0,55,0,0,25,0,60,30,0,0,0,45,0,0,35,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,60,55,0,0,200,40,10,0,45,95,60,0,0,0,100,60,20,25,235,0,20,90,115,135,25,20,30,0,50,0,0,835,30,10,0,0,30,25,0,50,45,90,90,0,185,145,0,45,60,65,0,0,100,40,35,25,30,20,0,155,105,50,75,0,35,0,30,20,0,0,0,265,20,0,0,0,0,0,0,0,35,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012 Managers in financial and business services,86475,150,95,100,0,0,0,0,0,0,0,0,0,0,0,95,0,0,60,0,55,0,25,25,290,290,170,115,0,880,325,265,60,190,30,155,0,0,365,80,180,45,60,2875,420,60,30,30,50,30,110,0,65,45,120,115,0,15,0,15,0,0,0,0,40,0,20,0,0,0,0,0,15,0,0,0,50,10,35,130,130,15,20,240,45,10,0,70,25,60,35,100,50,50,60,0,0,35,0,0,35,15,0,0,0,0,95,0,0,35,0,0,0,20,0,20,205,0,45,30,15,40,0,60,540,0,385,0,55,65,20,95,15,20,40,10,255,150,0,65,25,0,0,0,75,40,30,0,340,90,255,4540,25,25,45,50,535,435,85,0,1155,160,125,65,270,530,140,80,45,0,485,205,80,200,1370,40,105,660,565,480,30,75,45,50,275,305,305,2605,430,395,0,20,60,50,0,135,135,115,110,0,260,160,55,45,145,145,25,25,210,150,50,0,135,85,50,515,270,245,205,0,90,0,110,375,215,0,160,715,20,0,0,45,40,0,0,0,95,90,0,70,45,0,20,0,0,0,0,0,0,0,0,0,0,0
"0121 Insurance, real estate and financial brokerage managers",17100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,20,0,0,315,140,95,45,145,0,140,0,0,30,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,20,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0122 Banking, credit and other investment managers",35310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,40,35,0,0,130,40,35,0,10,0,0,0,0,85,0,15,0,0,210,40,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,25,25,0,0,85,15,0,20,35,0,0,0,0,0,160,60,55,50,115,0,20,40,30,25,0,0,0,0,0,0,0,495,285,280,0,0,0,0,0,0,0,45,40,0,0,0,0,0,0,0,0,0,45,35,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,15,60,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0124 Advertising, marketing and public relations managers",28325,145,90,85,0,0,0,0,0,0,0,0,0,0,0,55,0,0,45,0,45,0,0,0,170,170,75,90,0,400,140,125,10,30,30,0,0,0,230,70,130,25,0,2530,360,40,30,30,50,30,85,0,65,30,120,110,0,15,0,10,0,0,0,0,40,0,15,0,0,0,0,0,0,0,0,0,40,0,30,115,115,10,15,225,40,10,0,65,15,55,35,85,45,40,30,0,0,20,0,0,15,0,0,0,0,0,80,0,0,20,0,0,0,20,0,20,185,0,45,35,20,35,0,55,505,0,355,0,55,65,25,75,15,20,20,15,240,130,0,65,25,0,0,0,70,30,30,0,305,70,240,3825,30,25,20,15,485,385,85,0,1045,145,110,35,235,515,115,55,45,0,300,140,25,140,1170,25,85,580,480,420,35,65,40,45,240,235,240,1970,140,110,0,20,55,40,0,125,125,50,50,0,200,130,25,45,130,130,0,0,150,105,40,0,115,65,50,470,245,225,185,0,85,0,100,340,210,0,125,400,15,0,0,30,30,0,0,0,45,45,0,55,35,0,10,0,0,0,0,0,0,0,0,0,0,0
0125 Other business services managers,5745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,55,55,45,0,0,35,0,0,0,0,0,0,0,0,20,0,15,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,110,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,25,20,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
013 Managers in communication (except broadcasting),8580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,30,30,0,0,0,180,0,180,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,430,0,0,415,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0131 Telecommunication carriers managers,6265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,30,30,0,0,0,185,0,180,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,430,0,0,415,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,70,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0132 Postal and courier services managers,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"021 Managers in engineering, architecture, science and information systems",37570,45,35,30,0,0,0,0,0,0,0,0,0,0,0,135,20,25,85,0,45,35,30,25,660,660,520,120,20,490,175,90,90,80,15,20,30,20,230,0,195,0,15,5430,220,20,0,25,25,40,20,0,35,60,125,105,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,110,40,70,100,105,25,25,495,30,30,0,320,35,40,45,260,220,45,135,0,25,85,0,0,155,90,40,0,0,20,295,25,0,30,55,0,0,65,25,80,585,30,100,95,40,115,20,175,1490,190,770,25,175,280,50,170,0,0,105,50,995,155,15,530,205,30,0,60,60,30,25,0,145,55,85,3635,40,40,15,15,130,125,0,0,475,30,15,55,60,315,105,40,60,0,185,70,30,80,2540,0,80,2080,375,100,0,0,0,35,35,50,50,950,80,20,0,25,20,0,0,160,165,75,70,0,120,100,0,0,155,150,0,0,40,40,0,0,40,25,0,165,55,110,45,0,30,0,15,50,35,0,15,670,30,30,0,40,40,0,0,0,115,100,10,50,35,0,0,0,0,0,0,0,0,0,0,0,0,0
0211 Engineering managers,8115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,25,0,10,0,0,0,395,395,305,70,0,300,110,35,70,55,0,0,35,15,140,0,115,0,0,2915,120,0,0,0,0,25,20,0,25,40,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,40,15,20,15,15,0,0,185,25,20,0,80,0,20,25,170,135,30,55,0,0,40,0,0,90,40,20,0,0,20,205,0,0,30,40,0,0,50,10,65,390,20,45,60,25,110,0,115,550,35,205,25,130,155,0,100,0,0,55,35,810,95,0,450,195,30,0,45,30,0,20,0,55,25,30,510,0,0,0,0,20,20,0,0,30,0,0,0,0,25,40,0,40,0,70,35,15,20,300,0,40,195,60,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,15,20,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0
0212 Architecture and science managers,2950,30,25,20,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,20,20,20,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,395,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,165,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,225,0,0,0,0,0,0,0,0,155,0,0,0,0,145,0,0,0,0,0,0,0,0,40,0,0,15,20,10,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0213 Computer and information systems managers,26505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,15,40,0,20,15,15,15,240,240,200,45,0,150,35,15,20,25,0,0,0,0,95,0,80,0,0,2120,65,0,0,0,0,0,0,0,0,0,80,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,40,85,85,0,0,100,0,0,0,70,0,10,0,85,75,0,40,0,0,40,0,0,60,45,15,0,0,0,90,0,0,0,20,0,0,20,0,15,185,0,55,40,0,0,0,60,900,150,565,0,40,100,40,70,0,0,55,0,180,60,0,85,10,0,0,20,35,25,0,0,55,0,50,2900,0,0,15,15,100,100,0,0,285,30,0,50,50,145,65,40,25,0,105,35,15,50,2205,0,40,1865,295,75,0,0,0,25,30,45,45,830,65,20,0,0,20,0,0,145,145,40,45,0,105,95,0,0,115,115,0,0,40,40,0,0,40,25,0,165,50,110,45,0,30,0,15,45,35,0,15,425,30,30,0,25,25,0,0,0,110,100,15,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0
