"Level/Niveau","Hierarchical structure","Structure hiérarchique","Code","Class title","Superscript","Titres de classes","Supérieurs","Class definition","Définitions de la classe"
4,"Industry","Classe","61161","Fine arts schools","","Écoles des beaux-arts","","This industry comprises establishments primarily engaged in providing instruction in fine arts, including art (except commercial and graphic arts), dance, drama, music and photography (except commercial photography). Professional dance schools are also included.","Cette classe comprend les établissements dont l'activité principale consiste à donner une formation dans les beaux-arts, incluant l'art (à l'exception de l'art publicitaire et des arts graphiques), la danse, l'art dramatique, la musique et la photographie (à l'exception de la photographie publicitaire). Les écoles de danse professionnelle sont aussi incluses."
5,"Canadian industry","Classe canadienne","611610","Fine arts schools","US","Écoles des beaux-arts","ÉU","This Canadian industry comprises establishments primarily engaged in providing instruction in fine arts, including art (except commercial and graphic arts), dance, drama, music and photography (except commercial photography). Professional dance schools are also included.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à donner une formation dans les beaux-arts, incluant l'art (à l'exception de l'art publicitaire et des arts graphiques), la danse, l'art dramatique, la musique et la photographie (à l'exception de la photographie publicitaire). Les écoles de danse professionnelle sont aussi incluses."
4,"Industry","Classe","61162","Athletic instruction","","Formation athlétique","","This industry comprises establishments primarily engaged in providing instruction in athletic activities. Included are overnight and day sports instruction camps.","Cette classe comprend les établissements dont l'activité principale consiste à offrir une formation dans diverses disciplines sportives. Sont incluses dans cette classe les écoles de formation sportive de jour et celles offrant un hébergement."
5,"Canadian industry","Classe canadienne","611620","Athletic instruction","US","Formation athlétique","ÉU","This Canadian industry comprises establishments primarily engaged in providing instruction in athletic activities. Included are overnight and day sports instruction camps.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à offrir une formation dans diverses disciplines sportives. Sont incluses dans cette classe les écoles d'enseignement sportif de jour et celles offrant un hébergement."
4,"Industry","Classe","61163","Language schools","","Écoles de langues","","This industry comprises establishments primarily engaged in providing courses in language instruction. These establishments offer language instruction ranging from conversational skills for personal enrichment to intensive training courses for career or educational opportunities.","Cette classe comprend les établissements dont l'activité principale consiste à enseigner les langues. Les cours dispensés par ces établissements vont des cours de conversation à des fins d'enrichissement personnel aux cours de formation intensive suivis dans le but de poursuivre des études ou une carrière."
5,"Canadian industry","Classe canadienne","611630","Language schools","US","Écoles de langues","ÉU","This Canadian industry comprises establishments primarily engaged in providing courses in language instruction. These establishments offer language instruction ranging from conversational skills for personal enrichment to intensive training courses for career or educational opportunities.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à enseigner les langues. Les cours dispensés par ces établissements vont des cours de conversation à des fins d'enrichissement personnel aux cours de formation intensive suivis dans le but de poursuivre des études ou une carrière."
4,"Industry","Classe","61169","All other schools and instruction","","Tous les autres établissements d'enseignement et de formation","","This industry comprises establishments, not classified to any other industry, primarily engaged in providing instructional services.","Cette classe comprend les établissements qui ne figurent dans aucune autre classe et dont l'activité principale consiste à dispenser des services de formation."
5,"Canadian industry","Classe canadienne","611690","All other schools and instruction","CAN","Tous les autres établissements d'enseignement et de formation","CAN","This Canadian industry comprises establishments, not classified to any other Canadian industry, primarily engaged in providing instructional services.","Cette classe canadienne comprend les établissements qui ne figurent dans aucune autre classe canadienne et dont l'activité principale consiste à dispenser des services de formation."
3,"Industry group","Groupe","6117","Educational support services","","Services de soutien à l'enseignement","","This industry group comprises establishments primarily engaged in providing non-instructional services that support educational processes or systems.","Ce groupe comprend les établissements dont l'activité principale consiste à offrir des services non didactiques destinés à appuyer les méthodes et systèmes d'enseignement."
4,"Industry","Classe","61171","Educational support services","","Services de soutien à l'enseignement","","This industry comprises establishments primarily engaged in providing non-instructional services that support educational processes or systems.  ","Cette classe comprend les établissements dont l'activité principale consiste à offrir des services non didactiques destinés à appuyer les méthodes et systèmes d'enseignement.     "
5,"Canadian industry","Classe canadienne","611710","Educational support services","","Services de soutien à l'enseignement","","This Canadian industry comprises establishments primarily engaged in providing non-instructional services that support educational processes or systems.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à offrir des services non didactiques destinés à appuyer les méthodes et systèmes d'enseignement."
1,"Sector","Secteur","62","Health care and social assistance","","Soins de santé et assistance sociale","","This sector comprises establishments primarily engaged in providing health care by diagnosis and treatment, providing residential care for medical and social reasons, and providing social assistance, such as counselling, welfare, child protection, community housing and food services, vocational rehabilitation and child care, to those requiring such assistance.","Ce secteur comprend les établissements dont l'activité principale consiste à dispenser des soins de santé en assurant des services diagnostiques et thérapeutiques, à soigner des bénéficiaires internes pour des raisons médicales et sociales, et à offrir à ceux qui en ont besoin une aide sociale telle que des services de counselling, d'assistance sociale et de protection de l'enfance, des services communautaires d'alimentation et d'hébergement, des services de réadaptation professionnelle et des services de garderie."
2,"Subsector","Sous-secteur","621","Ambulatory health care services","","Services de soins de santé ambulatoires","","This subsector comprises establishments primarily engaged in providing health care services, directly or indirectly, to ambulatory patients. Health practitioners in this subsector provide out-patient services, in which the facilities and equipment are not usually the most significant part of the production process.","Ce sous-secteur comprend les établissements dont l'activité principale consiste à dispenser directement ou indirectement des soins de santé à des malades ambulatoires. Les praticiens qui font partie de ce sous-secteur procurent des services de consultation externe pour lesquels les installations et le matériel ne forment habituellement pas la partie principale du processus de production."
3,"Industry group","Groupe","6211","Offices of physicians","","Cabinets de médecins","","This industry group comprises establishments of licensed physicians primarily engaged in the private or group practice of general or specialized medicine or surgery. Offices of physicians, especially walk-in centres that accept patients without appointment and that often have extended office hours, are sometimes called clinics or medical centres. These establishments must not be confused with other out-patient centres that are also referred to as clinics.","Ce groupe comprend les établissements de médecins autorisés dont l'activité principale consiste à exercer la médecine, une spécialité médicale ou la chirurgie, à titre individuel ou collectif. Les cabinets de médecins portent parfois le nom de clinique ou de centre médical, surtout si on peut s'y faire soigner sans rendez-vous et si les heures de bureau sont prolongées. Ces établissements ne doivent pas être confondus avec d'autres centres de consultation externe que l'on désigne également par le terme cliniques."
4,"Industry","Classe","62111","Offices of physicians","","Cabinets de médecins","","This industry comprises establishments of licensed physicians primarily engaged in the private or group practice of general or specialized medicine or surgery. Offices of physicians, especially walk-in centres that accept patients without appointment and that often have extended office hours, are sometimes called clinics or medical centres. These establishments must not be confused with other out-patient centres that are also referred to as clinics.  ","Cette classe comprend les établissements de médecins autorisés dont l'activité principale consiste à exercer la médecine, une spécialité médicale ou la chirurgie, à titre individuel ou collectif. Les cabinets de médecins portent parfois le nom de clinique ou de centre médical, surtout si on peut s'y faire soigner sans rendez-vous et si les heures de bureau sont prolongées. Ces établissements ne doivent pas être confondus avec d'autres centres de consultation externe que l'on désigne également par le terme cliniques."
5,"Canadian industry","Classe canadienne","621110","Offices of physicians","CAN","Cabinets de médecins","CAN","This Canadian industry comprises establishments of licensed physicians primarily engaged in the private or group practice of general or specialized medicine or surgery. Offices of physicians, especially walk-in centres that accept patients without appointment and that often have extended office hours, are sometimes called clinics or medical centres. These establishments must not be confused with other out-patient centres that are also referred to as clinics.","Cette classe canadienne comprend les établissements de médecins autorisés dont l'activité principale consiste à exercer la médecine, une spécialité médicale ou la chirurgie, à titre individuel ou collectif. Les cabinets de médecins portent parfois le nom de clinique ou de centre médical, surtout si on peut s'y faire soigner sans rendez-vous et si les heures de bureau sont prolongées. Ces établissements ne doivent pas être confondus avec d'autres centres de consultation externe que l'on désigne également par le terme cliniques."
3,"Industry group","Groupe","6212","Offices of dentists","","Cabinets de dentistes","","This industry group comprises establishments of licensed dentists primarily engaged in the private or group practice of general or specialized dentistry or dental surgery. Offices of dentists, especially walk-in centres that accept patients without appointment and that often have extended office hours, are sometimes called clinics or dental centres.","Ce groupe comprend les établissements de dentistes autorisés dont l'activité principale consiste à exercer la médecine dentaire, une spécialité de la médecine dentaire ou la chirurgie dentaire, à titre individuel ou collectif. Les cabinets de dentistes portent parfois le nom de clinique ou de centre dentaire, surtout si on peut s'y faire soigner sans rendez-vous et si les heures de bureau sont prolongées."
4,"Industry","Classe","62121","Offices of dentists","","Cabinets de dentistes","","This industry comprises establishments of licensed dentists primarily engaged in the private or group practice of general or specialized dentistry or dental surgery. Offices of dentists, especially walk-in centres that accept patients without appointment and that often have extended office hours, are sometimes called clinics or dental centres.  ","Cette classe comprend les établissements de dentistes autorisés dont l'activité principale consiste à exercer la médecine dentaire, une spécialité de la médecine dentaire ou la chirurgie dentaire, à titre individuel ou collectif. Les cabinets de dentistes portent parfois le nom de clinique ou de centre dentaire, surtout si on peut s'y faire soigner sans rendez-vous et si les heures de bureau sont prolongées."
5,"Canadian industry","Classe canadienne","621210","Offices of dentists","US","Cabinets de dentistes","ÉU","This Canadian industry comprises establishments of licensed dentists primarily engaged in the private or group practice of general or specialized dentistry or dental surgery. Offices of dentists, especially walk-in centres that accept patients without appointment and that often have extended office hours, are sometimes called clinics or dental centres.","Cette classe canadienne comprend les établissements de dentistes autorisés dont l'activité principale consiste à exercer la médecine dentaire, une spécialité de la médecine dentaire ou la chirurgie dentaire, à titre individuel ou collectif. Les cabinets de dentistes portent parfois le nom de clinique ou de centre dentaire, surtout si on peut s'y faire soigner sans rendez-vous et si les heures de bureau sont prolongées."
3,"Industry group","Groupe","6213","Offices of other health practitioners","","Cabinets d'autres praticiens de la santé","","This industry group comprises establishments of health practitioners, other than physicians and dentists. Offices, especially walk-in centres that accept patients without appointment and that often have extended office hours, are sometimes called clinics or centres.","Ce groupe comprend les établissements de praticiens de la santé, sauf ceux de médecins et de dentistes. Ces établissements portent parfois le nom de clinique ou de centre, surtout si on peut s'y faire soigner sans rendez-vous et si les heures de bureau sont prolongées."
4,"Industry","Classe","62131","Offices of chiropractors","","Cabinets de chiropraticiens","","This industry comprises establishments primarily engaged in the private or group practice of chiropractic medicine. These practitioners provide diagnostic and therapeutic treatment of neuro-musculoskeletal and related disorders through the manipulation and adjustment of the spinal column and extremities.","Cette classe comprend les établissements dont l'activité principale consiste à exercer la chiropratique, à titre individuel ou collectif. Ces praticiens procurent des services diagnostiques et thérapeutiques à l'égard des troubles neuromusculaires et des affections connexes par manipulation et redressement de la colonne vertébrale et des membres."
5,"Canadian industry","Classe canadienne","621310","Offices of chiropractors","US","Cabinets de chiropraticiens","ÉU","This Canadian industry comprises establishments primarily engaged in the private or group practice of chiropractic medicine. These practitioners provide diagnostic and therapeutic treatment of neuro-musculoskeletal and related disorders through the manipulation and adjustment of the spinal column and extremities.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à exercer la chiropratique, à titre individuel ou collectif. Ces praticiens procurent des services diagnostiques et thérapeutiques à l'égard des troubles neuromusculaires et des affections connexes par manipulation et redressement de la colonne vertébrale et des membres."
4,"Industry","Classe","62132","Offices of optometrists","","Cabinets d'optométristes","","This industry comprises establishments primarily engaged in the private or group practice of optometry. These practitioners provide eye examinations to determine visual acuity or the presence of vision problems and to prescribe eyeglasses, contact lenses and eye exercises. They may also perform those services provided by an optician, such as selling and fitting prescription eyeglasses and contact lenses.  ","Cette classe comprend les établissements dont l'activité principale consiste à exercer l'optométrie, à titre individuel ou collectif. Ces praticiens procèdent à un examen de la vue pour déterminer l'acuité visuelle ou déceler les problèmes de vision, et prescrivent des lunettes, des lentilles cornéennes et des exercices pour les yeux. Ils peuvent aussi dispenser des services d'opticien, notamment vendre et ajuster des lunettes et des lentilles cornéennes d'ordonnance."
5,"Canadian industry","Classe canadienne","621320","Offices of optometrists","","Cabinets d'optométristes","","This Canadian industry comprises establishments primarily engaged in the private or group practice of optometry. These practitioners provide eye examinations to determine visual acuity or the presence of vision problems and to prescribe eyeglasses, contact lenses and eye exercises. They may also perform those services provided by an optician, such as selling and fitting prescription eyeglasses and contact lenses.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à exercer l'optométrie, à titre individuel ou collectif. Ces praticiens procèdent à un examen de la vue pour déterminer l'acuité visuelle ou déceler les problèmes de vision, et prescrivent des lunettes, des lentilles cornéennes et des exercices pour les yeux. Ils peuvent aussi dispenser des services d'opticien, notamment vendre et ajuster des lunettes et des lentilles cornéennes d'ordonnance."
4,"Industry","Classe","62133","Offices of mental health practitioners (except physicians)","","Cabinets de praticiens en santé mentale (sauf les médecins)","","This industry comprises establishments primarily engaged in providing mental health services. Clinical psychologists, psychiatric social workers and other mental health practitioners, who do not hold a doctoral degree in medicine, are included.","Cette classe comprend les établissements dont l'activité principale consiste à dispenser des services de santé mentale. Les psychologues cliniques, les travailleurs sociaux en psychiatrie et les autres praticiens en santé mentale qui ne possèdent pas de doctorat en médecine sont rangés dans cette classe."
5,"Canadian industry","Classe canadienne","621330","Offices of mental health practitioners (except physicians)","US","Cabinets de praticiens en santé mentale (sauf les médecins)","ÉU","This Canadian industry comprises establishments primarily engaged in providing mental health services. Clinical psychologists, psychiatric social workers and other mental health practitioners, who do not hold a doctoral degree in medicine, are included.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à dispenser des services de santé mentale. Les psychologues cliniques, les travailleurs sociaux en psychiatrie et les autres praticiens en santé mentale qui ne possèdent pas de doctorat en médecine sont rangés dans cette classe."
4,"Industry","Classe","62134","Offices of physical, occupational, and speech therapists and audiologists","","Cabinets de physiothérapeutes, d'ergothérapeutes, d'orthophonistes et d'audiologistes","","This industry comprises establishments primarily engaged in administering medically-prescribed physical therapy treatment; planning and administering educational, recreational and social activities designed to help patients with disabilities regain physical or mental functioning or to adapt to their disabilities; and diagnosing and treating speech, language or hearing problems.","Cette classe comprend les établissements dont l'activité principale consiste à administrer une thérapie physique sur ordre d'un médecin; à planifier et à entreprendre des activités faisant appel à l'enseignement, au divertissement et à la socialisation en vue d'aider les personnes atteintes d'une incapacité physique ou mentale à se rétablir ou à s'adapter à leur incapacité; à diagnostiquer et à soigner les troubles de l'élocution, de la langue ou de l'audition."
5,"Canadian industry","Classe canadienne","621340","Offices of physical, occupational, and speech therapists and audiologists","US","Cabinets de physiothérapeutes, d'ergothérapeutes, d'orthophonistes et d'audiologistes","ÉU","This Canadian industry comprises establishments primarily engaged in administering medically-prescribed physical therapy treatment; planning and administering educational, recreational and social activities designed to help patients with disabilities regain physical or mental functioning or to adapt to their disabilities; and diagnosing and treating speech, language or hearing problems.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à administrer une thérapie physique sur ordre d'un médecin; à planifier et à entreprendre des activités faisant appel à l'enseignement, au divertissement et à la socialisation en vue d'aider les personnes atteintes d'une incapacité physique ou mentale à se rétablir ou à s'adapter à leur incapacité; à diagnostiquer et à soigner les troubles de l'élocution, de la langue ou de l'audition."
4,"Industry","Classe","62139","Offices of all other health practitioners","","Cabinets de tous les autres praticiens de la santé","","This industry comprises establishments of health practitioners, not classified to any other industry, primarily engaged in providing health services.     ","Cette classe comprend les établissements de praticiens en santé, qui ne figurent dans aucune autre classe et dont l'activité principale consiste à dispenser des services de santé.     "
5,"Canadian industry","Classe canadienne","621390","Offices of all other health practitioners","CAN","Cabinets de tous les autres praticiens de la santé","CAN","This Canadian industry comprises establishments of health practitioners other than physicians, dentists, mental health practitioners, optometrists, chiropractors, audiologists, and physical occupational and speech therapists, primarily engaged in providing health services.","Cette classe canadienne comprend les établissements de praticiens de la santé, autres que les médecins, dentistes, praticiens en santé mentale, optométristes, chiropraticiens, audiologistes, physiothérapeutes, ergothérapeutes, orthophonistes et audiologistes dont l'activité principale consiste à dispenser des services de santé."
3,"Industry group","Groupe","6214","Out-patient care centres","","Centres de soins ambulatoires","","This industry group comprises establishments, with medical staff, primarily engaged in general out-patient care, by providing the services of a variety of health practitioners within the same establishment, and specialized out-patient services.","Ce groupe comprend les établissements dotés d'un personnel médical dont l'activité principale consiste à dispenser des soins généraux en consultation externe par l'entremise de divers praticiens, au même établissement, et à offrir des services spécialisés en consultation externe."
4,"Industry","Classe","62141","Family planning centres","","Centres de planification familiale","","This industry comprises establishments, with medical staff, primarily engaged in providing a range of family planning services, such as contraception services, genetic and prenatal counselling, voluntary sterilization, and therapeutic and medically-indicated termination of pregnancy, on an out-patient basis.","Cette classe comprend les établissements dotés d'un personnel médical dont l'activité principale consiste à procurer une gamme de services de régulation des naissances en consultation externe, notamment des services de contraception, de consultation en génétique et en soins prénataux, de stérilisation volontaire et d'avortement thérapeutique ou sur ordre d'un médecin."
5,"Canadian industry","Classe canadienne","621410","Family planning centres","US","Centres de planification familiale","ÉU","This Canadian industry comprises establishments, with medical staff, primarily engaged in providing a range of family planning services, such as contraception services, genetic and prenatal counselling, voluntary sterilization, and therapeutic and medically-indicated termination of pregnancy, on an out-patient basis.","Cette classe canadienne comprend les établissements dotés d'un personnel médical dont l'activité principale consiste à procurer une gamme de services de régulation des naissances en consultation externe, notamment des services de contraception, de consultation en génétique et en soins prénataux, de stérilisation volontaire et d'avortement thérapeutique ou sur ordre d'un médecin."
4,"Industry","Classe","62142","Out-patient mental health and substance abuse centres","","Centres de soins ambulatoires pour personnes atteintes de troubles mentaux, d'alcoolisme et de toxicomanie","","This industry comprises establishments, with medical staff, primarily engaged in providing out-patient services related to the diagnosis and treatment of mental health disorders, and alcohol and other substance abuse. These establishments may provide a counselling staff and information regarding a wide range of mental health and substance abuse issues.    ","Cette classe comprend les établissements dotés d'un personnel médical dont l'activité principale consiste à dispenser des services diagnostiques et thérapeutiques en consultation externe pour les troubles mentaux, l'alcoolisme et la toxicomanie. Ces établissements peuvent aussi offrir des services de consultation et de l'information sur des sujets très variés se rapportant à la santé mentale, à l'alcoolisme et à la toxicomanie.  "
5,"Canadian industry","Classe canadienne","621420","Out-patient mental health and substance abuse centres","US","Centres de soins ambulatoires pour personnes atteintes de troubles mentaux, d'alcoolisme et de toxicomanie","ÉU","This Canadian industry comprises establishments, with medical staff, primarily engaged in providing out-patient services related to the diagnosis and treatment of mental health disorders, and alcohol and other substance abuse. These establishments may provide a counselling staff and information regarding a wide range of mental health and substance abuse issues.","Cette classe canadienne comprend les établissements dotés d'un personnel médical dont l'activité principale consiste à dispenser des services diagnostiques et thérapeutiques en consultation externe pour les troubles mentaux, l'alcoolisme et la toxicomanie. Ces établissements peuvent aussi offrir des services de consultation et de l'information sur des sujets très variés se rapportant à la santé mentale, à l'alcoolisme et à la toxicomanie."
4,"Industry","Classe","62149","Other out-patient care centres","","Autres centres de soins ambulatoires","","This industry comprises establishments, with medical staff, not classified to any other industry, primarily engaged in general out-patient care, which provides the services of a variety of health practitioners within the same establishment, and specialized out-patient services, such as dialysis. These establishments are often referred to as clinics or centres and must not be confused with the offices of health practitioners classified to other industries that are also referred to as clinics or centres.    ","Cette classe comprend les établissements, dotés d'un personnel médical, qui ne figurent dans aucune autre classe et dont l'activité principale consiste à dispenser des soins généraux en consultation externe par l'entremise de divers praticiens, au même établissement, et à procurer des services spécialisés comme la dialyse en consultation externe. Ces établissements portent souvent le nom de cliniques ou de centres et ne doivent pas être confondus avec les cabinets de praticiens qui figurent dans d'autres classes et qui sont aussi appelés de cette façon.    "
5,"Canadian industry","Classe canadienne","621494","Community health centres","CAN","Centres communautaires de soins de santé","CAN","This Canadian industry comprises establishments, with medical staff, primarily engaged in general out-patient care, which provides the services of a variety of health practitioners within the same establishment. These establishments are often referred to as clinics or centres and must not be confused with the offices of health practitioners classified to other industries that are also referred to as clinics or centres.    ","Cette classe canadienne comprend les établissements dotés d'un personnel médical dont l'activité principale consiste à dispenser des soins généraux en consultation externe par l'entremise de divers praticiens, au même établissement. Les établissements de ce genre portent souvent le nom de clinique ou de centre et ne doivent pas être confondus avec les cabinets de praticiens qui figurent dans d'autres classes et qui sont aussi appelés de cette façon.    "
5,"Canadian industry","Classe canadienne","621499","All other out-patient care centres","CAN","Tous les autres centres de soins ambulatoires","CAN","This Canadian industry comprises establishments, with medical staff, not classified to any other Canadian industry, primarily engaged in providing specialized out-patient services, such as dialysis. These establishments are often referred to as clinics or centres and must not be confused with the offices of health practitioners classified to other industries that are also referred to as clinics or centres.    ","Cette classe canadienne comprend les établissements, dotés d'un personnel médical, qui ne figurent dans aucune autre classe canadienne et dont l'activité principale consiste à assurer des services spéciaux comme la dialyse en consultation externe. Les établissements de ce genre portent souvent le nom de clinique ou de centre et ne doivent pas être confondus avec les cabinets de praticiens qui figurent dans d'autres classes et qui sont aussi appelés de cette façon.    "
3,"Industry group","Groupe","6215","Medical and diagnostic laboratories","","Laboratoires médicaux et d'analyses diagnostiques","","This industry group comprises establishments primarily engaged in providing analytic or diagnostic services. These services are generally provided to the medical profession, or to the patient on referral from a health practitioner.","Ce groupe comprend les établissements dont l'activité principale consiste à offrir des services d'analyse ou de diagnostic. Ces services sont habituellement dispensés à la profession médicale ou aux malades, sur ordre d'un praticien."
4,"Industry","Classe","62151","Medical and diagnostic laboratories","","Laboratoires médicaux et d'analyses diagnostiques","","This industry comprises establishments primarily engaged in providing analytic or diagnostic services. These services are generally provided to the medical profession, or to the patient on referral from a health practitioner.  ","Cette classe comprend les établissements dont l'activité principale consiste à offrir des services d'analyse ou de diagnostic. Ces services sont habituellement dispensés à la profession médicale ou aux malades, sur ordre d'un praticien.    "
5,"Canadian industry","Classe canadienne","621510","Medical and diagnostic laboratories","CAN","Laboratoires médicaux et d'analyses diagnostiques","CAN","This Canadian industry comprises establishments primarily engaged in providing analytic or diagnostic services. These services are generally provided to the medical profession, or to the patient on referral from a health practitioner.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à offrir des services d'analyse ou de diagnostic. Ces services sont habituellement dispensés à la profession médicale ou aux malades, sur ordre d'un praticien."
3,"Industry group","Groupe","6216","Home health care services","","Services de soins de santé à domicile","","This industry group comprises establishments primarily engaged in providing skilled nursing services in the home, combined with a range of other home services, such as personal care services, homemaker and companion services, physical therapy, medical social services, counselling, occupational and vocational therapy, dietary and nutritional services, speech therapy, audiology, medical equipment and supplies, medications and intravenous therapy. Only establishments that provide nursing services in combination with the other services listed are included.","Ce groupe comprend les établissements dont l'activité principale consiste à dispenser les services d'un personnel infirmier compétent et d'autres services à domicile, notamment des services de soins personnels, de travaux domestiques et de compagnie, de physiothérapie, des services sociomédicaux, de consultation, d'ergothérapie et de thérapie par le travail, de diététique et de nutrition, d'orthophonie, d'audiologie et d'intravénothérapie, ainsi que des fournitures et du matériel médicaux et des médicaments. Seuls sont compris les établissements qui procurent des services infirmiers avec les autres services énumérés ci-dessus."
4,"Industry","Classe","62161","Home health care services","","Services de soins de santé à domicile","","This industry comprises establishments primarily engaged in providing skilled nursing services in the home, combined with a range of other home services, such as personal care services, homemaker and companion services, physical therapy, medical social services, counselling, occupational and vocational therapy, dietary and nutritional services, speech therapy, audiology, medical equipment and supplies, medications and intravenous therapy. Only establishments that provide nursing services in combination with the other services listed are included.     ","Cette classe comprend les établissements dont l'activité principale consiste à dispenser les services d'un personnel infirmier compétent et d'autres services à domicile, notamment des services de soins personnels, de travaux domestiques et de compagnie, de physiothérapie, des services sociomédicaux, de consultation, d'ergothérapie et de thérapie par le travail, de diététique et de nutrition, d'orthophonie, d'audiologie et d'intravénothérapie, ainsi que des fournitures et du matériel médicaux et des médicaments. Seuls sont compris les établissements qui procurent des services infirmiers avec les autres services énumérés ci-dessus."
5,"Canadian industry","Classe canadienne","621610","Home health care services","","Services de soins de santé à domicile","","This Canadian industry comprises establishments primarily engaged in providing skilled nursing services in the home, combined with a range of other home services, such as personal care services, homemaker and companion services, physical therapy, medical social services, counselling, occupational and vocational therapy, dietary and nutritional services, speech therapy, audiology, medical equipment and supplies, medications and intravenous therapy. Only establishments that provide nursing services in combination with the other services listed are included.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à dispenser les services d'un personnel infirmier compétent et d'autres services à domicile, notamment des services de soins personnels, de travaux domestiques et de compagnie, de physiothérapie, des services sociomédicaux, de consultation, d'ergothérapie et de thérapie par le travail, de diététique et de nutrition, d'orthophonie, d'audiologie et d'intravénothérapie, ainsi que des fournitures et du matériel médicaux et des médicaments. Seuls sont compris les établissements qui procurent des services infirmiers avec les autres services énumérés ci-dessus."
3,"Industry group","Groupe","6219","Other ambulatory health care services","","Autres services de soins de santé ambulatoires","","This industry group comprises establishments, not classified to any other industry group, primarily engaged in providing ambulatory health care services, such as ambulance services, blood banks, blood donor stations, organ banks, blood pressure screening services, hearing testing services and physical examination services, except by health practitioners.","Ce groupe comprend les établissements qui ne figurent dans aucun autre groupe et dont l'activité principale consiste à procurer des soins ambulatoires. Les services d'ambulance, les banques de sang, les collectes de sang, les banques d'organes, les services de dépistage de l'hypertension artérielle, les services d'examen d'acuité auditive et les services d'examen physique, sauf ceux offerts par un praticien, sont rangés dans ce groupe."
4,"Industry","Classe","62191","Ambulance services","","Services d'ambulance","","This industry comprises establishments primarily engaged in the ground or air transportation of patients and the provision of emergency medical care. The vehicles are equipped with life-saving equipment operated by trained personnel.    ","Cette classe comprend les établissements dont l'activité principale consiste à transporter des malades sur la route ou par voie aérienne et à leur dispenser les premiers soins. Les véhicules sont dotés d'appareils servant à sauver les vies qu'utilise un personnel compétent."
5,"Canadian industry","Classe canadienne","621911","Ambulance (except air ambulance) services","CAN","Services d'ambulance (sauf les services d'ambulance aérienne)","CAN","This Canadian industry comprises establishments primarily engaged in the ground transportation of patients and the provision of emergency medical care. The vehicles are equipped with life-saving equipment operated by trained personnel.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à transporter des malades sur la route et à leur dispenser les premiers soins. Les véhicules sont dotés d'appareils servant à sauver les vies qu'utilise un personnel compétent."
5,"Canadian industry","Classe canadienne","621912","Air ambulance services","CAN","Services d'ambulance aérienne","CAN","This Canadian industry comprises establishments primarily engaged in the air transportation of patients and the provision of emergency medical care. The vehicles are equipped with life-saving equipment operated by trained personnel.","Cette classe canadienne comprend les établissements dont l'activité principale consiste à transporter des malades par voie aérienne et à leur dispenser les premiers soins. Les véhicules sont dotés d'appareils servant à sauver les vies qu'utilise un personnel compétent."
4,"Industry","Classe","62199","All other ambulatory health care services","","Tous les autres services de soins de santé ambulatoires","","This industry comprises establishments, not classified to any other industry, primarily engaged in providing ambulatory health care services.","Cette classe comprend les établissements qui ne figurent dans aucune autre classe et dont l'activité principale consiste à dispenser des soins de santé ambulatoires."
5,"Canadian industry","Classe canadienne","621990","All other ambulatory health care services","CAN","Tous les autres services de soins de santé ambulatoires","CAN","This Canadian industry comprises establishments, not classified to any other Canadian industry, primarily engaged in providing ambulatory health care services.","Cette classe canadienne comprend les établissements qui ne figurent dans aucune autre classe canadienne et dont l'activité principale consiste à dispenser des soins de santé ambulatoires."
2,"Subsector","Sous-secteur","622","Hospitals","","Hôpitaux","","This subsector comprises establishments, licensed as hospitals, primarily engaged in providing diagnostic and medical treatment services, and specialized accommodation services to in-patients. These establishments have an organized medical staff of physicians, nurses and other health professionals, technologists and technicians. Hospitals use specialized facilities and equipment that form a significant and integral part of the production process. Hospitals may also provide a wide variety of out-patient services as a secondary activity.","Ce sous-secteur comprend les établissements reconnus comme hôpitaux agréés dont l'activité principale consiste à fournir des services diagnostiques et thérapeutiques aux bénéficiaires internes ainsi qu'à héberger ces derniers dans des conditions particulières. Ces établissements possèdent un personnel médical structuré composé de médecins, d'infirmiers et infirmières et d'autres professionnels, technologues et techniciens de la santé. Les hôpitaux sont dotés d'installations et de matériel spécialisés qui occupent une grande place dans leur processus de production et en font partie intégrante. Les hôpitaux peuvent aussi procurer toute une gamme de services de consultation externe en complément à leur activité principale."
3,"Industry group","Groupe","6221","General medical and surgical hospitals","","Hôpitaux généraux et hôpitaux de soins chirurgicaux","","This industry group comprises establishments, licensed as hospitals, primarily engaged in providing diagnostic and medical treatment to in-patients of any age with any of a wide variety of diseases or medical conditions. These establishments usually provide other services, such as out-patient services, diagnostic X-ray services, clinical laboratory services and pharmacy services.","Ce groupe comprend les établissements reconnus comme hôpitaux agréés dont l'activité principale consiste à assurer des services diagnostiques et thérapeutiques aux bénéficiaires internes de tout âge souffrant de diverses maladies ou de problèmes de santé très variés. Ces établissements dispensent habituellement d'autres services, notamment des services de consultation externe, des services de radiographie, des services de laboratoire clinique et des services de pharmacie."
